Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,Target
single,1st phase - general contingent,first choice,Nursing,daytime,Secondary education,135.0,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,135.4,1,0,0,1,male,0,21,0,0,7,6,12.565,0,8,5,12.16,11.1,0.6,2.02,Enrolled
single,Over 23 years old,first choice,Social Service,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,139.0,0,0,1,0,male,0,33,0,0,6,2,11.1,0,5,5,10.2,16.2,0.3,-0.92,Dropout
single,Change of course,first choice,Management,daytime,Secondary education,120.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,113.4,0,0,0,1,male,0,22,0,0,5,5,11.7,0,5,5,10.7,12.7,3.7,-1.7,Dropout
single,Technological specialization diploma holders,first choice,Informatics Engineering,daytime,Technological specialization course,150.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 1st cycle (4th/5th year) or equiv.,150.0,1,0,1,1,male,0,20,0,0,5,1,10.7,0,5,3,10.8,12.4,0.5,1.79,Dropout
single,2nd phase - general contingent,first choice,Advertising and Marketing Management,daytime,Secondary education,123.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 2nd cycle (6th/7th/8th year) or equiv,122.0,0,0,1,1,male,0,19,0,0,6,6,13.16666667,0,6,5,13.2,8.9,1.4,3.51,Enrolled
single,Technological specialization diploma holders,first choice,Veterinary Nursing,daytime,Technological specialization course,150.0,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 2nd cycle (6th/7th/8th year) or equiv,150.0,1,0,0,1,male,0,20,0,1,6,6,13.8,1,6,6,13.14285714,16.2,0.3,-0.92,Graduate
single,Over 23 years old,first choice,Tourism,daytime,Other - 11th year of schooling,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,119.3,1,0,0,1,male,0,25,0,0,6,6,11.16666667,0,6,4,11.8,9.4,-0.8,-3.12,Enrolled
single,Over 23 years old,first choice,Agronomy,daytime,Secondary education,130.0,Portuguese,Secondary education,Secondary education,140.0,0,0,0,0,male,0,25,0,0,6,1,10.3,0,6,1,11.5,13.9,-0.3,0.79,Dropout
single,1st phase - general contingent,intermediate choice,Communication Design,daytime,Secondary education,140.0,Portuguese,Higher education - master,Basic education 3rd cycle (9th/10th/11th year) or equiv,125.0,1,0,0,1,male,0,19,0,0,6,6,12.66666667,0,6,6,12.14285714,9.4,-0.8,-3.12,Enrolled
single,1st phase - general contingent,first choice,Advertising and Marketing Management,daytime,Secondary education,141.0,Portuguese,Higher education - bachelor degree,Secondary education,140.7,1,0,0,1,male,0,20,0,0,5,5,12.6,0,5,4,14.5,7.6,2.6,0.32,Graduate
single,2nd phase - general contingent,intermediate choice,Journalism and Communication,daytime,Secondary education,146.0,Portuguese,Secondary education,Basic education 1st cycle (4th/5th year) or equiv.,146.7,1,0,0,1,male,0,19,0,0,6,6,13.83333333,0,6,6,13.625,7.6,2.6,0.32,Graduate
single,Over 23 years old,first choice,Equinculture,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv,133.1,Portuguese,,,96.0,0,0,0,1,male,0,31,0,0,5,4,11.3,0,5,4,10.7,7.6,2.6,0.32,Dropout
single,Technological specialization diploma holders,first choice,Informatics Engineering,daytime,Technological specialization course,160.0,Portuguese,Higher education - degree,Basic education 2nd cycle (6th/7th/8th year) or equiv,160.0,0,0,1,0,male,0,24,0,2,6,5,11.1,2,7,5,11.8,8.9,1.4,3.51,Dropout
single,Technological specialization diploma holders,first choice,Informatics Engineering,daytime,Technological specialization course,130.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Higher education - degree,130.0,0,0,1,0,male,0,23,0,0,5,4,10.6,0,5,4,10.1,15.5,2.8,-4.06,Dropout
married,Over 23 years old,first choice,Management (evening attendance),evening,Secondary education,160.0,Portuguese,Secondary education,Higher education - degree,130.0,0,0,0,0,male,1,26,0,0,5,3,11.3,0,5,5,11.9,9.4,-0.8,-3.12,Dropout
married,Change of course,first choice,Communication Design,daytime,Higher education - bachelor degree,140.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,140.0,1,0,0,1,male,0,38,0,14,18,18,14.5,13,18,18,14.5,16.2,0.3,-0.92,Graduate
single,1st phase - general contingent,last choice,Informatics Engineering,daytime,Secondary education,126.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,116.6,1,0,0,1,male,1,20,0,0,5,5,14.0,0,5,5,13.8,8.9,1.4,3.51,Graduate
single,2nd phase - general contingent,intermediate choice,Informatics Engineering,daytime,Secondary education,118.0,Portuguese,Secondary education,Basic education 3rd cycle (9th/10th/11th year) or equiv,120.5,1,0,0,1,male,0,20,0,0,5,3,13.33333333,0,5,5,13.57142857,12.4,0.5,1.79,Graduate
single,Over 23 years old,first choice,Veterinary Nursing,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv,133.1,Portuguese,Higher education - degree,Secondary education,103.0,0,0,0,1,male,0,25,0,0,6,2,11.7,0,6,2,10.2,10.8,1.4,1.74,Dropout
single,2nd phase - general contingent,intermediate choice,Communication Design,daytime,Secondary education,121.0,Portuguese,Secondary education,Basic education 3rd cycle (9th/10th/11th year) or equiv,111.9,1,0,0,1,male,0,19,0,0,6,5,12.0,0,6,4,11.2,8.9,1.4,3.51,Graduate
single,2nd phase - general contingent,first choice,Informatics Engineering,daytime,Secondary education,148.0,Portuguese,Secondary education,Basic education 2nd cycle (6th/7th/8th year) or equiv,148.7,0,0,0,1,male,0,18,0,0,5,5,16.2,0,5,5,16.0,8.9,1.4,3.51,Graduate
single,Change of course,first choice,Management (evening attendance),evening,Other - 11th year of schooling,133.1,Portuguese,Other - 11th year of schooling,Other - 11th year of schooling,120.0,0,0,0,1,male,0,28,0,7,13,10,11.3,5,11,11,10.7,10.8,1.4,1.74,Dropout
single,1st phase - general contingent,first choice,Tourism,daytime,Secondary education,132.0,Portuguese,Secondary education,Basic education 2nd cycle (6th/7th/8th year) or equiv,120.1,1,0,0,1,male,1,20,0,0,6,6,13.57142857,0,6,6,13.16666667,8.9,1.4,3.51,Graduate
single,1st phase - general contingent,first choice,Equinculture,daytime,Secondary education,140.0,Portuguese,Higher education - master,Higher education - degree,127.8,0,0,0,1,male,0,18,0,0,6,6,14.28571429,0,6,6,14.85714286,11.1,0.6,2.02,Graduate
single,2nd phase - general contingent,intermediate choice,Management,daytime,Secondary education,112.0,Portuguese,Secondary education,Secondary education,106.4,1,0,0,1,male,0,19,0,0,5,5,10.2,0,5,4,10.5,12.4,0.5,1.79,Graduate
single,Transfer,first choice,Nursing,daytime,Secondary education,100.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,100.0,0,0,1,1,male,0,24,0,0,8,8,11.6,0,8,7,10.1,12.7,3.7,-1.7,Dropout
single,2nd phase - general contingent,intermediate choice,Veterinary Nursing,daytime,Secondary education,126.0,Portuguese,Secondary education,Higher education - degree,123.9,1,0,0,1,male,0,21,0,0,6,5,11.7,0,6,4,10.1,10.8,1.4,1.74,Dropout
single,1st phase - general contingent,first choice,Advertising and Marketing Management,daytime,Secondary education,150.0,Portuguese,Higher education - degree,Basic education 1st cycle (4th/5th year) or equiv.,139.5,0,0,0,1,male,1,20,0,0,6,6,14.83333333,0,6,6,14.83333333,12.7,3.7,-1.7,Graduate
single,Technological specialization diploma holders,first choice,Agronomy,daytime,Technological specialization course,150.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Secondary education,150.0,1,0,0,1,male,0,21,0,0,6,5,13.625,0,6,5,12.6,13.9,-0.3,0.79,Graduate
married,1st phase - general contingent,first choice,Oral Hygiene,daytime,Secondary education,144.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,139.8,0,0,1,1,male,0,24,0,0,7,7,12.27142857,0,8,7,13.65714286,10.8,1.4,1.74,Graduate
single,Over 23 years old,first choice,Management (evening attendance),evening,Secondary education,133.1,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 1st cycle (4th/5th year) or equiv.,154.4,0,0,0,1,male,0,27,0,0,5,2,10.3,0,5,5,10.8,10.8,1.4,1.74,Dropout
single,2nd phase - general contingent,last choice,Management,daytime,Secondary education,120.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 2nd cycle (6th/7th/8th year) or equiv,115.5,1,0,1,0,male,0,19,0,0,5,4,12.5,0,5,5,10.5,8.9,1.4,3.51,Enrolled
single,Over 23 years old,first choice,Social Service (evening attendance),evening,Secondary education,133.1,Portuguese,Higher education - degree,Basic education 3rd cycle (9th/10th/11th year) or equiv,119.0,0,0,0,1,male,0,39,0,3,9,9,13.22222222,2,7,7,13.14285714,8.9,1.4,3.51,Graduate
single,Over 23 years old,first choice,Biofuel Production Technologies,daytime,Secondary education,133.1,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 1st cycle (4th/5th year) or equiv.,96.1,0,0,0,1,male,0,25,0,0,7,1,10.4,0,7,2,10.1,12.4,0.5,1.79,Dropout
single,Change of course,first choice,Communication Design,daytime,Secondary education,133.0,Portuguese,Secondary education,Higher education - bachelor degree,128.8,0,0,0,1,male,0,19,0,6,12,12,13.16666667,6,12,12,13.0,10.8,1.4,1.74,Graduate
single,3rd phase - general contingent,first choice,Journalism and Communication,daytime,Secondary education,124.0,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 1st cycle (4th/5th year) or equiv.,126.8,0,0,0,1,male,1,21,0,0,6,5,13.83333333,0,6,4,14.0,13.9,-0.3,0.79,Graduate
single,Holders of other higher courses,first choice,Management (evening attendance),evening,Higher education - degree (1st cycle),130.0,Portuguese,Secondary education,Higher education - degree,130.0,0,0,0,1,male,0,27,0,0,5,3,11.3,0,5,2,11.8,8.9,1.4,3.51,Dropout
single,2nd phase - general contingent,intermediate choice,Nursing,daytime,Secondary education,132.0,Portuguese,Higher education - degree,Secondary education,125.5,1,0,0,1,male,0,18,0,0,8,7,13.15428571,0,8,7,13.15428571,10.8,1.4,1.74,Enrolled
single,Holders of other higher courses,first choice,Advertising and Marketing Management,daytime,Higher education - degree,110.0,Portuguese,2nd cycle of the general high school course,Basic education 1st cycle (4th/5th year) or equiv.,110.0,1,0,0,1,male,0,27,0,7,12,12,11.7,6,11,7,12.1,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent,intermediate choice,Journalism and Communication,daytime,Secondary education,127.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 2nd cycle (6th/7th/8th year) or equiv,133.7,1,0,1,1,male,0,18,0,0,6,4,11.8,0,6,3,11.5,12.7,3.7,-1.7,Dropout
single,1st phase - general contingent,first choice,Equinculture,daytime,Secondary education,130.0,Portuguese,Higher education - bachelor degree,Higher education - degree,117.6,0,0,0,1,male,0,19,0,0,5,2,11.5,0,5,5,11.4,9.4,-0.8,-3.12,Enrolled
single,Technological specialization diploma holders,first choice,Agronomy,daytime,Technological specialization course,140.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 2nd cycle (6th/7th/8th year) or equiv,140.0,0,0,0,1,male,0,19,0,0,6,1,11.1,0,6,2,11.1,13.9,-0.3,0.79,Dropout
single,Technological specialization diploma holders,first choice,Agronomy,daytime,Technological specialization course,150.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Secondary education,150.0,0,0,0,1,male,0,22,0,0,6,3,13.33333333,0,6,3,12.75,15.5,2.8,-4.06,Enrolled
single,1st phase - special contingent (Madeira Island),intermediate choice,Social Service,daytime,Secondary education,133.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 2nd cycle (6th/7th/8th year) or equiv,133.7,1,0,0,1,female,0,18,0,0,6,6,13.5,0,6,6,12.16666667,10.8,1.4,1.74,Graduate
single,1st phase - special contingent (Madeira Island),intermediate choice,Journalism and Communication,daytime,Secondary education,109.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,137.0,1,0,0,1,female,1,18,0,0,6,6,12.66666667,0,6,5,12.8,10.8,1.4,1.74,Graduate
single,Change of course,first choice,Management,daytime,Secondary education,133.1,Portuguese,Higher education - master,Basic education 3rd cycle (9th/10th/11th year) or equiv,128.2,0,0,0,1,female,0,23,0,7,11,11,12.9,2,6,4,10.6,9.4,-0.8,-3.12,Dropout
single,2nd phase - general contingent,intermediate choice,Journalism and Communication,daytime,Secondary education,134.0,Portuguese,Higher education - bachelor degree,Secondary education,129.5,1,0,0,1,male,0,18,0,0,6,6,13.16666667,0,6,6,12.66666667,16.2,0.3,-0.92,Graduate
single,1st phase - general contingent,intermediate choice,Journalism and Communication,daytime,Secondary education,125.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,129.6,1,0,0,1,male,0,18,0,0,6,6,12.83333333,0,6,6,12.83333333,12.4,0.5,1.79,Graduate
single,2nd phase - general contingent,intermediate choice,Informatics Engineering,daytime,Secondary education,135.0,Portuguese,Secondary education,Basic education 3rd cycle (9th/10th/11th year) or equiv,121.7,1,0,0,1,male,0,18,0,0,5,5,11.8,0,5,3,12.0,8.9,1.4,3.51,Enrolled
single,2nd phase - general contingent,intermediate choice,Journalism and Communication,daytime,Secondary education,132.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Secondary education,141.8,1,0,0,1,male,0,20,0,0,6,6,11.83333333,0,6,6,12.16666667,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,intermediate choice,Journalism and Communication,daytime,Secondary education,135.0,Portuguese,Higher education - degree,Secondary education,129.8,1,0,0,1,male,0,20,0,0,6,5,12.8,0,6,3,12.75,15.5,2.8,-4.06,Graduate
single,Technological specialization diploma holders,first choice,Communication Design,daytime,Technological specialization course,100.0,Portuguese,Secondary education,Secondary education,106.0,0,0,0,1,male,0,21,0,2,7,5,10.3,5,9,5,11.7,12.4,0.5,1.79,Dropout
single,2nd phase - general contingent,first choice,Informatics Engineering,daytime,Secondary education,125.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Secondary education,121.5,1,0,0,1,male,0,20,0,0,5,4,10.5,0,5,5,11.8,11.1,0.6,2.02,Dropout
single,Technological specialization diploma holders,first choice,Informatics Engineering,daytime,Technological specialization course,130.0,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,130.0,1,0,0,1,male,0,19,0,0,5,2,12.5,0,5,3,11.6,12.4,0.5,1.79,Enrolled
single,2nd phase - general contingent,first choice,Advertising and Marketing Management,daytime,Secondary education,117.0,Portuguese,Secondary education,Secondary education,117.7,1,0,0,1,male,0,20,0,0,6,6,14.66666667,0,6,6,13.85714286,8.9,1.4,3.51,Graduate
single,Technological specialization diploma holders,first choice,Veterinary Nursing,daytime,Technological specialization course,140.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 1st cycle (4th/5th year) or equiv.,140.0,1,0,0,1,male,0,19,0,2,6,5,10.3,1,6,4,11.6,12.4,0.5,1.79,Dropout
single,1st phase - general contingent,first choice,Informatics Engineering,daytime,Secondary education,132.0,Portuguese,Secondary education,Other - 11th year of schooling,133.1,1,0,0,1,male,0,19,0,0,5,4,10.8,0,6,1,11.4,11.1,0.6,2.02,Dropout
single,International student (bachelor),first choice,Informatics Engineering,daytime,Secondary education,133.1,Brazilian,Higher education - bachelor degree,Higher education - bachelor degree,100.0,0,0,1,1,male,0,24,1,2,8,7,13.14285714,1,6,6,11.83333333,8.9,1.4,3.51,Enrolled
single,2nd phase - general contingent,first choice,Advertising and Marketing Management,daytime,Secondary education,132.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Secondary education,119.1,0,0,1,1,male,0,18,0,0,6,1,11.1,0,6,4,10.2,10.8,1.4,1.74,Dropout
single,1st phase - general contingent,first choice,Informatics Engineering,daytime,Secondary education,148.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,129.8,0,0,0,0,male,1,18,0,0,5,5,15.0,0,5,5,14.2,8.9,1.4,3.51,Enrolled
single,1st phase - general contingent,first choice,Social Service,daytime,Secondary education,133.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 2nd cycle (6th/7th/8th year) or equiv,131.3,1,0,1,1,female,0,18,0,0,6,6,10.1,0,6,1,11.1,8.9,1.4,3.51,Dropout
single,2nd phase - general contingent,intermediate choice,Journalism and Communication,daytime,Secondary education,143.0,Portuguese,Secondary education,Secondary education,136.7,1,0,0,1,female,0,18,0,0,6,6,12.5,0,6,6,13.83333333,8.9,1.4,3.51,Graduate
single,2nd phase - general contingent,first choice,Social Service,daytime,Secondary education,143.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 1st cycle (4th/5th year) or equiv.,126.2,1,0,0,1,female,1,21,0,0,6,6,13.33333333,0,6,6,13.5,12.4,0.5,1.79,Graduate
single,International student (bachelor),first choice,Veterinary Nursing,daytime,Secondary education,133.1,Brazilian,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,109.6,0,0,0,1,female,0,18,1,0,6,4,11.9,0,6,6,11.3,11.1,0.6,2.02,Dropout
single,1st phase - general contingent,first choice,Nursing,daytime,Secondary education,141.0,Portuguese,Secondary education,Basic education 3rd cycle (9th/10th/11th year) or equiv,131.9,1,0,0,1,female,1,18,0,0,7,7,15.10142857,0,8,8,16.09375,11.1,0.6,2.02,Graduate
